stream,event_ns,arrival_ns,accuracy,v0,v1,v2,v3,v4,v5
magnetic_field_uncalibrated,287047066080937,287047069560557,3,20.465000,-18.695002,-141.703003,7.331000,23.290001,-125.219009
gyroscope_uncalibrated,287047066080937,287047069754580,3,0.036652,0.216857,0.577879,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047066080937,287047069863213,3,-0.198719,5.616797,8.180987,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047074082695,287047078062119,3,19.473001,-17.881001,-142.132004,7.331000,23.290001,-125.220009
gyroscope_uncalibrated,287047074082695,287047078473096,3,0.040317,0.219911,0.582155,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047074082695,287047078601104,3,-0.148441,5.597643,8.058883,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047082085859,287047085765791,3,19.066000,-18.830002,-141.586014,7.376000,23.310001,-125.220009
gyroscope_uncalibrated,287047082085859,287047085983682,3,0.034819,0.227242,0.586431,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047082085859,287047086070947,3,-0.126893,5.573701,7.994239,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047090089023,287047093968877,3,18.171001,-20.016001,-142.222000,7.376000,23.311001,-125.219009
gyroscope_uncalibrated,287047090089023,287047094200440,3,0.022602,0.240681,0.589485,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047090089023,287047094318604,3,-0.105345,5.559336,7.953538,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287047098094101,287047102093604,3,0.010996,0.258396,0.592539,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047098094101,287047102359033,3,-0.095768,5.561730,7.910442,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047098094101,287047102576729,3,16.949001,-19.222000,-142.326004,7.377000,23.311001,-125.220009
magnetic_field_uncalibrated,287047106099375,287047110297900,3,18.339001,-19.268002,-142.011002,7.377000,23.311001,-125.220009
gyroscope_uncalibrated,287047106099375,287047110539658,3,0.003054,0.268170,0.597426,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047106099375,287047110681299,3,-0.086191,5.533000,7.898471,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047114103906,287047118244893,3,19.961000,-19.292002,-141.806000,7.347000,23.415001,-125.220009
gyroscope_uncalibrated,287047114103906,287047118533330,3,-0.004276,0.269392,0.602313,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047114103906,287047118684541,3,-0.050278,5.530606,7.874529,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047122110507,287047126333135,3,20.226002,-18.895000,-140.837006,7.347000,23.414001,-125.219009
gyroscope_uncalibrated,287047122110507,287047126624072,3,-0.011606,0.248622,0.610865,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047122110507,287047126738682,3,-0.002394,5.516241,7.903260,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047130116640,287047133092354,3,19.600000,-19.681002,-140.074005,7.347000,23.414001,-125.219009
gyroscope_uncalibrated,287047130116640,287047133216729,3,-0.017104,0.218690,0.616974,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047130116640,287047133292822,3,0.057461,5.504270,7.879318,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287047138123007,287047142055479,3,-0.021991,0.208305,0.618806,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047138123007,287047142284541,3,0.112527,5.509058,7.836222,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047138123007,287047142470518,3,19.643002,-19.038000,-140.077011,7.347000,23.414001,-125.219009
magnetic_field_uncalibrated,287047146127421,287047149961377,3,20.385000,-18.241001,-140.949005,7.393000,23.295002,-125.220009
gyroscope_uncalibrated,287047146127421,287047150186807,3,-0.026267,0.206472,0.615752,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047146127421,287047150335986,3,0.165200,5.509058,7.766790,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047154131601,287047158143174,3,18.249001,-19.081001,-140.068008,7.393000,23.295002,-125.220009
gyroscope_uncalibrated,287047154131601,287047158371729,3,-0.038485,0.210749,0.609033,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047154131601,287047158475283,3,0.186748,5.485116,7.678205,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047162135039,287047167021104,3,17.350000,-20.444000,-139.624008,7.393000,23.294001,-125.219009
gyroscope_uncalibrated,287047162135039,287047167317236,3,-0.063530,0.202807,0.600481,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047162135039,287047167814307,3,0.225055,5.494693,7.613562,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047170138828,287047174094150,3,17.738001,-19.771002,-140.277008,7.393000,23.295002,-125.219009
gyroscope_uncalibrated,287047170138828,287047174336104,3,-0.083078,0.191812,0.591318,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047170138828,287047174457236,3,0.237026,5.480328,7.592013,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047178142148,287047184848565,3,17.501001,-19.797001,-140.707001,7.392000,23.295002,-125.219009
gyroscope_uncalibrated,287047178142148,287047185129932,3,-0.109345,0.174097,0.582765,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047178142148,287047185203018,3,0.270545,5.487510,7.603985,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047186146445,287047190029502,3,17.999001,-20.942001,-141.570007,7.393000,23.295002,-125.220009
gyroscope_uncalibrated,287047186146445,287047190185205,3,-0.135612,0.155771,0.574824,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047186146445,287047190251025,3,0.318429,5.473145,7.671022,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047194150546,287047198344697,3,17.934000,-20.215000,-141.139999,7.393000,23.295002,-125.219009
gyroscope_uncalibrated,287047194150546,287047198567705,3,-0.151495,0.138056,0.569937,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047194150546,287047198660596,3,0.380678,5.482722,7.781156,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047202156523,287047206146885,3,16.809000,-19.771002,-140.487000,7.392000,23.295002,-125.220009
gyroscope_uncalibrated,287047202156523,287047206387783,3,-0.167377,0.118508,0.561385,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047202156523,287047206495986,3,0.442927,5.473145,7.939173,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047210161210,287047214439815,3,17.083000,-19.022001,-141.572006,7.392000,23.295002,-125.220009
gyroscope_uncalibrated,287047210161210,287047214777744,3,-0.169821,0.106901,0.549168,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047210161210,287047215020869,3,0.478840,5.463568,8.030152,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047218166367,287047222647002,3,17.636002,-19.338001,-142.330002,7.392000,23.295002,-125.220009
gyroscope_uncalibrated,287047218166367,287047223120518,3,-0.163101,0.100182,0.540616,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047218166367,287047223237197,3,0.502782,5.449203,8.161834,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047226173671,287047230352197,3,17.638000,-19.509001,-140.494003,7.393000,23.294001,-125.220009
gyroscope_uncalibrated,287047226173671,287047230568525,3,-0.157603,0.095295,0.529009,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047226173671,287047230673096,3,0.500388,5.444415,8.274361,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047234180312,287047238430674,3,17.698000,-18.591002,-140.714005,7.393000,23.295002,-125.220009
gyroscope_uncalibrated,287047234180312,287047238696924,3,-0.141110,0.097128,0.516792,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047234180312,287047238821846,3,0.514753,5.461174,8.362947,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047242185234,287047246309190,3,16.415001,-18.715000,-140.705002,7.426000,23.182001,-125.220009
gyroscope_uncalibrated,287047242185234,287047246576611,3,-0.121562,0.121562,0.504575,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047242185234,287047246698877,3,0.541090,5.492299,8.382100,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047250188164,287047253989619,3,15.216001,-19.375000,-140.046005,7.425000,23.181002,-125.219009
gyroscope_uncalibrated,287047250188164,287047254258174,3,-0.112399,0.173486,0.495412,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047250188164,287047254489697,3,0.593762,5.494693,8.358158,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047258194062,287047264021924,3,15.091001,-19.395000,-141.233002,7.426000,23.182001,-125.220009
gyroscope_uncalibrated,287047258194062,287047264333486,3,-0.110567,0.221744,0.490525,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047258194062,287047264471768,3,0.651223,5.470751,8.341399,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047266201757,287047272464463,3,15.446001,-19.356001,-140.480011,7.425000,23.181002,-125.220009
gyroscope_uncalibrated,287047266201757,287047272771650,3,-0.114232,0.282220,0.483194,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047266201757,287047272908057,3,0.718261,5.422867,8.379706,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047274211679,287047278957315,3,15.557001,-19.350000,-141.236008,7.425000,23.181002,-125.219009
gyroscope_uncalibrated,287047274211679,287047279254775,3,-0.117897,0.320093,0.476475,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047274211679,287047279369033,3,0.735020,5.382165,8.497022,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047282225273,287047286499932,3,15.256001,-18.649000,-141.237000,7.425000,23.181002,-125.219009
gyroscope_uncalibrated,287047282225273,287047286749893,3,-0.114232,0.332311,0.472810,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047282225273,287047286945752,3,0.746991,5.396531,8.619126,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047290234726,287047297457588,3,14.328001,-18.734001,-140.583008,7.425000,23.182001,-125.220009
gyroscope_uncalibrated,287047290234726,287047297812119,3,-0.092241,0.333532,0.467923,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047290234726,287047297939463,3,0.730232,5.370194,8.796297,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047298242617,287047301899971,3,14.150001,-19.579000,-141.442001,7.426000,23.181002,-125.220009
gyroscope_uncalibrated,287047298242617,287047302084658,3,-0.050091,0.328645,0.457538,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047298242617,287047302189815,3,0.727837,5.367800,8.841787,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047306250859,287047309814580,3,15.678000,-19.249001,-141.561005,7.426000,23.182001,-125.219009
gyroscope_uncalibrated,287047306250859,287047310003486,3,0.001833,0.321926,0.447153,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047306250859,287047310086143,3,0.689530,5.346252,8.858546,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047314258554,287047318048369,3,16.252001,-19.373001,-141.133011,7.426000,23.182001,-125.220009
gyroscope_uncalibrated,287047314258554,287047318226611,3,0.037263,0.313374,0.444710,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047314258554,287047318315400,3,0.667982,5.355829,8.793902,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047322264414,287047325674971,3,15.514001,-19.994001,-141.341003,7.426000,23.181002,-125.219009
gyroscope_uncalibrated,287047322264414,287047325861924,3,0.075136,0.298713,0.444710,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047322264414,287047325955752,3,0.644040,5.365406,8.676587,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047330271640,287047333775986,3,16.336000,-19.823002,-141.347000,7.425000,23.181002,-125.219009
gyroscope_uncalibrated,287047330271640,287047333965830,3,0.097738,0.287718,0.451429,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047330271640,287047334014971,3,0.689530,5.365406,8.547300,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047338277382,287047341643408,3,15.767001,-19.866001,-139.508011,7.506001,23.204000,-125.219009
gyroscope_uncalibrated,287047338277382,287047341798760,3,0.109345,0.288939,0.455095,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047338277382,287047341868525,3,0.723049,5.312734,8.406042,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047346283242,287047350084971,3,14.838000,-19.780001,-140.582001,7.506001,23.205002,-125.220009
gyroscope_uncalibrated,287047346283242,287047350291729,3,0.116064,0.303600,0.455095,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047346283242,287047350379424,3,0.742203,5.288792,8.276755,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047354286328,287047357851690,3,14.652000,-20.633001,-142.520004,7.506001,23.204000,-125.219009
gyroscope_uncalibrated,287047354286328,287047358025400,3,0.116064,0.315206,0.455705,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047354286328,287047358254580,3,0.751779,5.252879,8.207323,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047362288398,287047366986729,3,13.716001,-20.898001,-141.218002,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047362288398,287047367267666,3,0.113621,0.309709,0.455705,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047362288398,287047367341533,3,0.761356,5.238513,8.250419,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047370291054,287047373564229,3,14.588000,-20.162001,-139.499008,7.506001,23.205002,-125.220009
gyroscope_uncalibrated,287047370291054,287047373797940,3,0.117286,0.282220,0.453873,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047370291054,287047373901221,3,0.732626,5.228937,8.355764,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047378295117,287047382319619,3,14.703001,-20.154001,-139.824005,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047378295117,287047382537549,3,0.130725,0.259007,0.452651,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047378295117,287047382646299,3,0.711078,5.202600,8.499416,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047386301445,287047390318486,3,14.519001,-19.354000,-140.474014,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047386301445,287047390553018,3,0.165544,0.250455,0.453262,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047386301445,287047390656963,3,0.746991,5.212177,8.564059,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047394307304,287047398343096,3,14.886001,-19.046001,-140.693008,7.506001,23.204000,-125.219009
gyroscope_uncalibrated,287047394307304,287047398571494,3,0.210138,0.260229,0.453873,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047394307304,287047398675869,3,0.809240,5.207389,8.585608,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047402312968,287047405640479,3,13.683001,-19.624001,-141.439011,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047402312968,287047405857080,3,0.239459,0.274278,0.453873,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047402312968,287047405943486,3,0.864307,5.219360,8.532935,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047410321914,287047413937275,3,13.176001,-20.311001,-141.216003,7.506001,23.204000,-125.219009
gyroscope_uncalibrated,287047410321914,287047414197666,3,0.273057,0.300546,0.453262,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047410321914,287047414326260,3,0.919373,5.267244,8.544906,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047418328359,287047422477393,3,13.410001,-20.373001,-140.246002,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047418328359,287047422742549,3,0.295659,0.321926,0.444710,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047418328359,287047423028525,3,0.931344,5.339070,8.590396,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047426336406,287047431099424,3,13.929001,-21.325001,-139.922012,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047426336406,287047431385322,3,0.317039,0.353080,0.428827,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047426336406,287047431494932,3,0.914585,5.420473,8.566454,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047434342500,287047438740713,3,14.034000,-21.325001,-141.434006,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047434342500,287047439105518,3,0.335365,0.394619,0.415999,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047434342500,287047439260908,3,0.897826,5.465962,8.530540,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047442352421,287047446543096,3,14.138000,-19.763000,-141.441010,7.506001,23.204000,-125.220009
gyroscope_uncalibrated,287047442352421,287047446793721,3,0.359800,0.447153,0.405004,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047442352421,287047447005791,3,0.857124,5.511452,8.425196,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047450361132,287047454438486,3,12.510000,-20.001001,-139.917999,7.506001,23.205002,-125.220009
gyroscope_uncalibrated,287047450361132,287047454731846,3,0.369573,0.483194,0.395841,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047450361132,287047456627119,3,0.823605,5.571307,8.286332,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047458370468,287047468283643,3,11.479000,-19.827002,-139.912003,7.506001,23.205002,-125.220009
gyroscope_uncalibrated,287047458370468,287047468399854,3,0.351858,0.577268,0.392175,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047458370468,287047468435010,3,0.663194,5.784391,7.508216,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047466380546,287047469478330,3,12.941001,-20.335001,-141.431000,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047466380546,287047469525166,3,0.302378,0.567494,0.393397,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047466380546,287047469680166,3,0.624887,5.676652,7.635109,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047474387187,287047477930518,3,13.350000,-21.119001,-141.754013,7.597001,23.229002,-125.220009
gyroscope_uncalibrated,287047474387187,287047478056494,3,0.215025,0.446543,0.359800,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047474387187,287047478089815,3,0.486023,5.669470,7.694964,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047482393828,287047485539815,3,13.253000,-21.025002,-139.917999,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047482393828,287047485649307,3,0.163712,0.339641,0.369573,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047482393828,287047485683643,3,0.397437,5.877765,7.943961,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047490401484,287047493991690,3,13.597001,-21.169001,-139.056000,7.596000,23.228001,-125.219009
gyroscope_uncalibrated,287047490401484,287047494105479,3,0.168599,0.285885,0.394619,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047490401484,287047494214424,3,0.526724,5.758055,7.908048,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047498409453,287047501517861,3,12.624001,-21.813002,-139.479004,7.597001,23.229002,-125.219009
gyroscope_uncalibrated,287047498409453,287047501623994,3,0.164934,0.230907,0.395230,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047498409453,287047501863369,3,0.691924,5.540183,7.975086,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047506419375,287047510166963,3,12.245001,-22.391001,-138.502014,7.597001,23.229002,-125.219009
gyroscope_uncalibrated,287047506419375,287047510267080,3,0.157603,0.168599,0.380569,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047506419375,287047510593799,3,0.694318,5.475539,8.010999,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047514429375,287047517340322,3,13.102000,-21.757002,-137.971008,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047514429375,287047517409190,3,0.152105,0.145386,0.384234,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047514429375,287047517430244,3,0.646434,5.523423,8.008605,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047522438281,287047525351846,3,12.765000,-21.349001,-140.346008,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047522438281,287047525424229,3,0.155160,0.156992,0.397062,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047522438281,287047525451143,3,0.617704,5.494693,8.080431,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047530444921,287047535678838,3,13.214001,-21.493002,-140.996002,7.596000,23.228001,-125.220009
gyroscope_uncalibrated,287047530444921,287047535961025,3,0.177151,0.164934,0.403171,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047530444921,287047536374971,3,0.670376,5.468357,8.327033,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047538450234,287047542735088,3,12.124001,-22.236002,-140.770004,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047538450234,287047542906338,3,0.218079,0.155771,0.396452,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047538450234,287047544253096,3,0.691924,5.513846,8.439561,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047546457773,287047550725479,3,10.330001,-23.050001,-140.970001,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047546457773,287047550864619,3,0.270613,0.182649,0.389732,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047546457773,287047550997822,3,0.651223,5.530606,8.394072,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047554467304,287047557721885,3,11.160001,-22.871000,-139.897003,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047554467304,287047557824697,3,0.304211,0.206472,0.382402,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047554467304,287047557852940,3,0.610521,5.518635,8.295909,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287047562476875,287047565423174,3,0.330478,0.219301,0.372628,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047562476875,287047565519815,3,0.610521,5.556942,8.111555,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047562476875,287047565582354,3,12.372001,-22.199001,-138.828003,7.597001,23.228001,-125.220009
magnetic_field_uncalibrated,287047570487695,287047573673135,3,12.875001,-21.602001,-138.834000,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047570487695,287047573786416,3,0.332311,0.227853,0.368352,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047570487695,287047573822471,3,0.598550,5.614403,7.960721,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047578497070,287047583920205,3,12.343000,-20.835001,-139.264999,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047578497070,287047584229775,3,0.326202,0.237016,0.370795,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047578497070,287047587961104,3,0.612916,5.645528,7.855376,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047586506757,287047590103447,3,11.214001,-20.397001,-139.260010,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047586506757,287047590256260,3,0.310930,0.254120,0.368963,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047586506757,287047590534072,3,0.703895,5.671864,7.788338,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047594516601,287047598086572,3,11.534000,-20.993002,-137.532013,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047594516601,287047598492041,3,0.295048,0.276111,0.361632,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047594516601,287047599027471,3,0.794875,5.702989,7.730877,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047602523164,287047605646143,3,11.586000,-22.162001,-135.584000,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047602523164,287047605751221,3,0.270613,0.280387,0.344528,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047602523164,287047605782861,3,0.866701,5.846641,7.687782,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047610526953,287047613029307,3,10.591001,-23.000002,-137.301010,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047610526953,287047613113252,3,0.251066,0.269392,0.325591,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047610526953,287047613229736,3,1.007959,5.918467,7.654263,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047618534765,287047621659893,3,10.384001,-22.481001,-138.598007,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047618534765,287047621772080,3,0.224188,0.267559,0.282831,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047618534765,287047621813760,3,1.280898,5.987898,7.560889,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047626543125,287047629566846,3,12.071000,-21.497002,-138.721008,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047626543125,287047629680283,3,0.193644,0.290772,0.222966,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047626543125,287047629708486,3,1.302446,6.030994,7.441179,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047634552890,287047637754072,3,12.988001,-21.680000,-138.510010,7.597001,23.229002,-125.219009
gyroscope_uncalibrated,287047634552890,287047637864580,3,0.157603,0.257785,0.156992,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047634552890,287047637973916,3,1.067814,5.997475,7.553706,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047642558710,287047645504619,3,11.704000,-21.891001,-137.745010,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047642558710,287047645604932,3,0.147829,0.184481,0.111788,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047642558710,287047645640322,3,0.885855,5.968745,7.718906,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047650566562,287047654032315,3,10.666000,-21.724001,-138.711014,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047650566562,287047654228291,3,0.149051,0.103847,0.060476,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047650566562,287047654286143,3,0.711078,6.007052,7.656657,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047658574804,287047661849463,3,10.135000,-21.128000,-137.414001,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047658574804,287047661930947,3,0.135001,0.091019,0.031765,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047658574804,287047661964619,3,0.622492,6.059724,7.445967,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047666582617,287047671687432,3,10.458000,-21.464001,-137.739014,7.597001,23.228001,-125.220009
gyroscope_uncalibrated,287047666582617,287047671970400,3,0.090408,0.131947,0.023824,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047666582617,287047672091494,3,0.581791,5.992687,7.307104,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047674590585,287047677470166,3,11.440001,-22.287001,-138.606003,7.597001,23.229002,-125.220009
gyroscope_uncalibrated,287047674590585,287047677565322,3,0.047037,0.158214,0.025045,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047674590585,287047677597315,3,0.644040,5.887342,7.426814,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047682599218,287047686910791,3,11.376000,-21.732000,-136.556000,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047682599218,287047687019268,3,0.002443,0.177762,0.019548,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047682599218,287047687070947,3,0.672771,5.805939,7.580042,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047690604179,287047693062236,3,10.587001,-21.269001,-137.740005,7.597001,23.228001,-125.219009
gyroscope_uncalibrated,287047690604179,287047693156299,3,-0.010385,0.198531,0.016493,0.004887,0.003665,0.000000
accelerometer_uncalibrated,287047690604179,287047693184463,3,0.591368,5.784391,7.752425,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287047698612617,287047703640869,3,9.996000,-21.247002,-139.572006,7.597001,23.228001,-125.220009
