Time since start (ms),ACCELEROMETER X (m/s^2),ACCELEROMETER Y (m/s^2),ACCELEROMETER Z (m/s^2),GRAVITY X (m/s^2),GRAVITY Y (m/s^2),GRAVITY Z (m/s^2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (uT),MAGNETIC FIELD Y (uT),MAGNETIC FIELD Z (uT),ORIENTATION (yaw deg),ORIENTATION (pitch deg),ORIENTATION (roll deg),GPS Latitude (deg),GPS Longitude (deg),GPS Altitude (m),GPS Speed (m/s),GPS Accuracy (m),GPS Orientation (deg),Satellites in range,DATE (YYYY-MO-DD HH-MI-SS_SSS)
3810.9,0.146046,5.530606,7.620744,-0.035977,5.610245,8.043274,-0.043371,0.207083,0.609033,10.856001,-42.376003,-14.848001,-157.485,-34.896,0.256,,,,,,,,2026-09-13 03:08:58.464
3907.0,0.553061,5.540183,8.300697,0.173860,5.522837,8.101755,-0.117286,0.169821,0.495412,7.791000,-42.556004,-14.827001,-161.053,-34.275,-1.229,,,,,,,,2026-09-13 03:08:58.560
4011.1,0.711078,5.298368,8.149862,0.299715,5.454358,8.144357,0.111177,0.311541,0.455705,7.146000,-43.837002,-17.301001,-164.575,-33.793,-2.108,,,,,,,,2026-09-13 03:08:58.664
4107.2,0.782904,5.616797,8.228871,0.417889,5.524272,8.091859,0.364687,0.479529,0.395841,5.004000,-43.206001,-14.698001,-167.575,-34.286,-2.956,,,,,,,,2026-09-13 03:08:58.760
4211.3,0.569820,5.564125,8.238448,0.426266,5.679437,7.983275,0.299324,0.202807,0.382402,3.563000,-46.099003,-14.677001,-170.646,-35.390,-3.056,,,,,,,,2026-09-13 03:08:58.864
4307.4,0.670376,6.052542,7.599196,0.504406,5.850999,7.853774,0.144164,0.100182,0.060476,3.069000,-44.952003,-13.491000,-171.318,-36.629,-3.675,,,,,,,,2026-09-13 03:08:58.960
4411.5,0.375890,5.851429,7.802703,0.424682,5.890572,7.828870,0.047037,0.091019,0.125838,3.726000,-43.878002,-12.528001,-171.963,-36.918,-3.105,,,,,,,,2026-09-13 03:08:59.064
4507.6,0.567426,5.884948,7.680599,0.449060,5.913771,7.809997,-0.014050,0.084299,0.000000,3.129000,-45.855003,-12.840000,-172.526,-37.088,-3.291,,,,,,,,2026-09-13 03:08:59.160
4611.7,0.399832,5.995081,8.066066,0.448604,5.879191,7.836087,-0.032987,-0.023213,-0.012217,4.902000,-45.490002,-11.342001,-172.243,-36.835,-3.277,,,,,,,,2026-09-13 03:08:59.264
4707.8,0.957681,5.822699,7.620744,0.540449,5.947206,7.778756,0.140499,-0.047647,-0.062919,2.302000,-45.859001,-15.102001,-171.971,-37.333,-3.974,,,,,,,,2026-09-13 03:08:59.361
4811.9,0.284910,5.901707,7.920019,0.499628,5.989889,7.748676,-0.015272,-0.069639,-0.134390,5.417000,-44.625004,-12.213000,-171.274,-37.647,-3.689,,,,,,,,2026-09-13 03:08:59.465
4908.0,0.679953,6.155493,7.601591,0.538968,6.041098,7.706170,0.128893,-0.213803,-0.200975,5.541000,-44.435001,-12.970000,-169.845,-38.026,-4.001,,,,,,,,2026-09-13 03:08:59.561
5012.1,0.433351,6.121974,7.386112,0.510196,6.104636,7.657906,0.015272,-0.194866,-0.270002,4.909000,-45.312000,-12.098001,-167.856,-38.499,-3.812,,,,,,,,2026-09-13 03:08:59.665
5108.2,0.385466,6.141128,7.697359,0.505860,6.113908,7.650793,-0.023824,-0.230296,-0.274278,5.029000,-45.383003,-10.803000,-166.244,-38.568,-3.783,,,,,,,,2026-09-13 03:08:59.761
5212.3,0.150835,6.074090,7.378930,0.452402,6.110992,7.656467,-0.087354,-0.235183,-0.280998,7.832000,-43.288002,-11.155001,-163.555,-38.546,-3.382,,,,,,,,2026-09-13 03:08:59.865
5308.4,0.311246,6.035782,7.216124,0.408195,6.034647,7.719249,-0.314596,-0.224188,-0.296270,8.553000,-44.419003,-13.206000,-162.031,-37.978,-3.027,,,,,,,,2026-09-13 03:08:59.961
5412.5,0.292093,5.592855,8.226477,0.314450,5.719839,7.959583,-0.465479,-0.073304,-0.334143,11.152000,-43.537003,-14.522000,-159.073,-35.680,-2.262,,,,,,,,2026-09-13 03:09:00.065
5508.6,-0.057461,4.960786,7.436390,-0.120702,5.229005,8.295380,-1.139264,0.472810,-0.808786,11.845000,-41.483002,-17.774000,-155.324,-32.223,0.834,,,,,,,,2026-09-13 03:09:00.161
5604.7,-0.960075,4.175488,9.490616,-0.520792,4.322803,8.787066,-0.846659,-0.249233,-0.493579,15.118001,-38.995003,-20.829000,-151.506,-26.155,3.392,,,,,,,,2026-09-13 03:09:00.257
5708.8,-1.094150,3.284845,9.667787,-0.698197,3.557534,9.111908,-0.885144,0.516792,-0.386678,16.981001,-36.912003,-22.902000,-149.098,-21.270,4.382,,,,,,,,2026-09-13 03:09:00.362
5804.9,-1.613692,2.624045,9.703699,-1.083132,2.991798,9.276117,-0.301157,-0.031765,-0.076358,17.381001,-35.712002,-26.796001,-148.063,-17.763,6.660,,,,,,,,2026-09-13 03:09:00.458
5908.9,-1.266533,2.686294,9.631873,-1.073211,2.757473,9.349597,-0.112399,0.023824,0.119730,17.838001,-34.027000,-27.130001,-149.106,-16.331,6.548,,,,,,,,2026-09-13 03:09:00.562
6005.0,-0.993594,2.626439,9.507375,-1.026949,2.710156,9.368608,0.049480,-0.100182,0.149662,16.539001,-34.424000,-26.796001,-151.685,-16.043,6.256,,,,,,,,2026-09-13 03:09:00.658
6109.0,-0.770933,2.712631,9.883265,-0.704123,2.849641,9.357038,0.360410,-0.623693,0.216857,17.044001,-33.655003,-28.206001,-152.279,-16.893,4.303,,,,,,,,2026-09-13 03:09:00.762
6205.0,0.076614,3.265691,9.138668,-0.041899,3.261006,9.248485,0.533285,-0.502131,0.248622,13.941001,-36.869003,-26.984001,-154.005,-19.422,0.260,,,,,,,,2026-09-13 03:09:00.858
6309.1,0.347159,3.476381,8.983045,0.214480,3.550336,9.138901,0.237627,-0.218079,0.180816,12.158001,-37.501003,-27.402000,-155.110,-21.225,-1.344,,,,,,,,2026-09-13 03:09:00.962
6405.1,0.763750,3.792415,9.107543,0.492491,3.736786,9.053412,0.210749,-0.172264,0.129503,9.498000,-39.302002,-26.081001,-156.086,-22.398,-3.114,,,,,,,,2026-09-13 03:09:01.058
6509.2,0.938527,3.962404,9.006987,0.708120,3.929980,8.956798,0.263283,-0.116064,0.128282,8.948000,-40.631001,-25.748001,-157.559,-23.625,-4.520,,,,,,,,2026-09-13 03:09:01.162
6605.3,0.955287,4.177882,8.674192,0.828909,4.117014,8.861912,0.204029,-0.036652,0.059865,7.317000,-42.523003,-25.621000,-158.140,-24.823,-5.344,,,,,,,,2026-09-13 03:09:01.258
6709.4,0.986411,4.240131,8.525752,0.907359,4.247872,8.792193,0.053145,-0.007330,0.032987,9.023001,-41.605003,-22.397001,-158.099,-25.668,-5.892,,,,,,,,2026-09-13 03:09:01.362
6805.4,1.072602,4.292804,8.868123,0.929989,4.256778,8.785520,0.029932,-0.048258,0.026267,8.492001,-40.752003,-23.585001,-158.252,-25.726,-6.043,,,,,,,,2026-09-13 03:09:01.458
6909.6,1.096544,4.288015,8.736442,0.951165,4.284296,8.769862,0.036652,-0.014661,0.035430,7.290000,-41.244003,-25.087002,-158.446,-25.905,-6.190,,,,,,,,2026-09-13 03:09:01.562
7005.7,1.077391,4.331111,8.702923,0.967221,4.302332,8.759270,0.007330,0.000000,0.039095,7.310000,-39.489002,-22.395000,-158.714,-26.022,-6.301,,,,,,,,2026-09-13 03:09:01.658
7109.8,1.053449,4.311957,8.698134,0.974348,4.299410,8.759914,-0.020769,0.011606,-0.006109,7.992001,-39.438004,-24.667002,-158.672,-26.003,-6.347,,,,,,,,2026-09-13 03:09:01.763
7205.9,1.007959,4.316746,8.760384,0.969289,4.279817,8.770065,-0.017715,0.002443,-0.001833,9.477000,-39.923000,-23.163002,-158.216,-25.876,-6.307,,,,,,,,2026-09-13 03:09:01.859
7310.1,1.003170,4.273650,8.779537,0.966118,4.272572,8.773947,0.017104,0.004887,0.014050,7.411000,-39.836002,-21.207001,-158.082,-25.829,-6.284,,,,,,,,2026-09-13 03:09:01.963
7406.1,1.058237,4.261679,8.825027,0.965196,4.265760,8.777362,-0.020159,0.010996,0.003665,9.035001,-41.336002,-23.262001,-157.624,-25.784,-6.275,,,,,,,,2026-09-13 03:09:02.059
7510.2,1.070208,4.232949,8.832211,0.977016,4.253302,8.782099,-0.034819,0.009163,0.006109,6.666000,-40.377003,-23.035002,-157.441,-25.704,-6.348,,,,,,,,2026-09-13 03:09:02.163
7606.3,0.928950,4.240131,8.779537,0.986969,4.246019,8.784510,-0.017715,0.013439,0.010385,6.882000,-42.193001,-24.648001,-157.707,-25.656,-6.410,,,,,,,,2026-09-13 03:09:02.259
7710.4,1.048660,4.223372,8.762778,0.985185,4.240915,8.787174,-0.015882,0.007330,-0.006720,7.516000,-41.571003,-22.711000,-157.842,-25.623,-6.397,,,,,,,,2026-09-13 03:09:02.363
7806.5,1.175553,4.242526,8.793902,0.993328,4.233054,8.790048,-0.007330,-0.021380,-0.004276,8.470000,-39.381001,-23.159000,-158.302,-25.572,-6.447,,,,,,,,2026-09-13 03:09:02.459
7910.6,1.053449,4.218584,8.762778,0.993656,4.220490,8.796050,-0.008552,-0.040317,0.000611,7.592000,-40.380001,-23.257002,-158.140,-25.491,-6.445,,,,,,,,2026-09-13 03:09:02.563
8006.6,0.909797,4.199430,8.836999,0.999360,4.200657,8.804893,-0.028711,-0.009774,0.004887,9.408000,-39.029003,-25.002001,-158.539,-25.363,-6.475,,,,,,,,2026-09-13 03:09:02.659
8110.7,0.905008,4.177882,8.841787,1.010082,4.193155,8.807245,-0.012217,0.006109,-0.010996,8.402000,-40.135002,-25.638000,-157.733,-25.314,-6.543,,,,,,,,2026-09-13 03:09:02.763
8206.8,0.993594,4.201824,8.729259,1.021191,4.200089,8.802660,0.012217,-0.006109,0.001833,8.052000,-40.599003,-21.639002,-157.857,-25.359,-6.617,,,,,,,,2026-09-13 03:09:02.859
8310.8,1.132457,4.201824,8.695741,1.028048,4.202005,8.800947,0.006720,-0.008552,-0.008552,9.094001,-40.247002,-25.103001,-158.750,-25.371,-6.663,,,,,,,,2026-09-13 03:09:02.964
8406.9,1.074997,4.211401,8.705317,1.031539,4.194896,8.803929,-0.004276,-0.012828,-0.012217,8.227000,-41.235001,-23.689001,-158.072,-25.326,-6.683,,,,,,,,2026-09-13 03:09:03.060
8511.0,0.897826,4.158728,8.690952,1.017299,4.177779,8.813720,-0.011606,0.001833,-0.012828,7.727000,-41.571003,-25.736002,-158.121,-25.215,-6.584,,,,,,,,2026-09-13 03:09:03.164
8607.0,1.022324,4.141969,8.836999,1.011381,4.162093,8.821818,0.007330,-0.016493,0.000000,6.126000,-41.526001,-23.134001,-158.361,-25.114,-6.540,,,,,,,,2026-09-13 03:09:03.260
8711.1,1.063026,4.156334,8.793902,1.005112,4.161328,8.822896,0.004276,0.003665,0.003054,7.887001,-39.353001,-24.019001,-158.338,-25.109,-6.499,,,,,,,,2026-09-13 03:09:03.364
8807.2,0.938527,4.120421,8.872911,0.998699,4.156321,8.825984,-0.034819,0.037263,-0.020769,8.167001,-40.417004,-23.476002,-157.966,-25.076,-6.456,,,,,,,,2026-09-13 03:09:03.460
8911.2,1.060631,4.149151,8.825027,0.989394,4.157348,8.826548,0.010385,0.012828,-0.010996,7.461000,-40.663002,-22.715000,-158.260,-25.083,-6.396,,,,,,,,2026-09-13 03:09:03.564
9007.3,0.897826,4.110844,8.851364,0.966427,4.160698,8.827514,0.009774,-0.028711,0.051313,9.509001,-39.377003,-23.813002,-158.397,-25.105,-6.248,,,,,,,,2026-09-13 03:09:03.660
9111.4,0.864307,4.158728,8.942344,0.963293,4.148210,8.833732,-0.000611,0.000611,0.025656,9.312000,-39.020000,-22.302002,-157.922,-25.024,-6.223,,,,,,,,2026-09-13 03:09:03.764
9207.5,0.991199,4.113238,8.880095,0.970735,4.145920,8.833992,-0.053756,0.034208,-0.026878,8.433001,-39.847000,-24.020000,-157.998,-25.009,-6.271,,,,,,,,2026-09-13 03:09:03.860
9311.5,0.967257,4.120421,8.887277,0.923559,4.138161,8.842684,0.024435,0.030543,-0.008552,8.272000,-40.675003,-22.612001,-158.083,-24.959,-5.963,,,,,,,,2026-09-13 03:09:03.964
9407.6,0.823605,4.103662,8.714894,0.885158,4.147811,8.842089,0.009163,0.010996,0.020769,7.799000,-38.991001,-23.372002,-158.001,-25.022,-5.717,,,,,,,,2026-09-13 03:09:04.060
9511.6,0.842759,4.146757,9.064447,0.863336,4.131301,8.851971,0.000000,0.073304,0.003665,9.290001,-39.385002,-21.977001,-158.080,-24.915,-5.570,,,,,,,,2026-09-13 03:09:04.164
9607.6,0.756568,4.149151,8.980651,0.771894,4.166212,8.844051,0.095295,0.161879,-0.009163,8.694000,-39.454002,-23.592001,-158.221,-25.140,-4.988,,,,,,,,2026-09-13 03:09:04.260
9711.6,0.622492,4.223372,8.494628,0.656280,4.259819,8.808724,0.076358,0.105069,0.047037,8.507000,-40.479000,-24.018002,-157.990,-25.746,-4.261,,,,,,,,2026-09-13 03:09:04.364
9807.7,0.677559,4.347870,8.676587,0.637463,4.287371,8.796731,-0.005498,0.045204,0.047647,9.481001,-39.834003,-23.488001,-157.604,-25.925,-4.145,,,,,,,,2026-09-13 03:09:04.460
9911.7,0.672771,4.326323,8.856153,0.629537,4.296919,8.792642,0.039095,0.072082,0.004887,9.640000,-41.000004,-22.728001,-158.286,-25.987,-4.095,,,,,,,,2026-09-13 03:09:04.564
10007.8,0.656011,4.328717,8.401254,0.621083,4.350951,8.766633,-0.042761,-0.033598,0.004887,8.514000,-40.644001,-21.534000,-158.289,-26.339,-4.052,,,,,,,,2026-09-13 03:09:04.660
10111.8,0.517148,4.350265,8.877700,0.569956,4.329536,8.780698,0.026878,-0.045815,0.025045,8.805000,-41.183002,-24.341002,-158.302,-26.199,-3.714,,,,,,,,2026-09-13 03:09:04.765
10207.9,0.591368,4.390966,8.341399,0.571541,4.346169,8.772374,-0.008552,-0.051924,-0.001222,7.916000,-42.536003,-22.710001,-159.171,-26.307,-3.728,,,,,,,,2026-09-13 03:09:04.861
10311.9,0.555455,4.295198,8.961497,0.580608,4.292367,8.798230,-0.020159,0.014661,-0.058032,8.459001,-41.214001,-23.907001,-158.980,-25.957,-3.776,,,,,,,,2026-09-13 03:09:04.965
10408.0,0.478840,4.252102,8.643068,0.554196,4.289569,8.801298,0.019548,0.020769,-0.029322,8.508000,-40.478001,-23.910002,-158.759,-25.939,-3.603,,,,,,,,2026-09-13 03:09:05.061
10504.1,0.502782,4.273650,8.568848,0.564112,4.269981,8.810189,-0.111788,-0.050091,-0.015272,8.934000,-41.074001,-23.587002,-158.929,-25.812,-3.664,,,,,,,,2026-09-13 03:09:05.157
10608.2,0.442927,4.153940,9.040505,0.543739,4.185027,8.852134,0.003054,0.029322,0.051924,10.586000,-38.905003,-23.499001,-158.348,-25.262,-3.515,,,,,,,,2026-09-13 03:09:05.261
10712.2,0.670376,4.225766,8.841787,0.556127,4.218711,8.835361,0.064752,0.031765,0.004276,8.745001,-40.366001,-24.236002,-158.300,-25.480,-3.602,,,,,,,,2026-09-13 03:09:05.365
10808.3,0.574608,4.280833,8.614338,0.557718,4.268000,8.811556,0.032376,-0.048869,0.009774,9.691000,-40.263000,-22.515001,-158.198,-25.799,-3.622,,,,,,,,2026-09-13 03:09:05.461
10912.3,0.397437,4.266468,9.047688,0.558113,4.265796,8.812597,0.007330,-0.002443,-0.021380,9.329000,-40.395000,-23.268002,-157.428,-25.785,-3.624,,,,,,,,2026-09-13 03:09:05.565
11008.4,0.615310,4.256891,8.597578,0.581972,4.304106,8.792404,0.028711,0.000000,0.016493,10.288000,-40.107002,-21.548000,-157.891,-26.034,-3.787,,,,,,,,2026-09-13 03:09:05.661
11104.5,0.600945,4.206613,8.906430,0.622140,4.296155,8.793542,0.041539,-0.083689,0.091019,9.162001,-41.486004,-20.240002,-158.243,-25.982,-4.047,,,,,,,,2026-09-13 03:09:05.757
11208.6,0.689530,4.333505,8.947132,0.690325,4.290542,8.791194,0.001833,-0.017104,0.047647,8.120001,-41.151001,-23.257002,-159.188,-25.945,-4.490,,,,,,,,2026-09-13 03:09:05.861
11312.6,0.811634,4.340688,8.693346,0.716282,4.300501,8.784248,-0.012217,0.015272,-0.012828,7.007000,-40.524002,-22.604002,-160.105,-26.010,-4.662,,,,,,,,2026-09-13 03:09:05.965
11408.6,0.758962,4.299986,8.729259,0.727627,4.293901,8.786544,-0.025045,0.002443,-0.018937,7.680000,-40.998001,-21.311001,-159.420,-25.967,-4.734,,,,,,,,2026-09-13 03:09:06.061
11512.7,0.720655,4.232949,9.026140,0.707486,4.271198,8.799246,0.021991,0.052534,0.005498,8.597000,-41.010002,-22.721001,-159.445,-25.820,-4.597,,,,,,,,2026-09-13 03:09:06.165
11608.7,0.675165,4.297592,8.973468,0.675339,4.296224,8.789582,0.031765,0.114232,-0.007330,8.285001,-42.054001,-24.226002,-159.301,-25.982,-4.394,,,,,,,,2026-09-13 03:09:06.261
11704.8,0.545878,4.273650,8.616732,0.624948,4.357155,8.763277,0.014661,0.049480,-0.060476,7.859000,-40.067001,-21.209002,-158.542,-26.379,-4.079,,,,,,,,2026-09-13 03:09:06.357
11808.8,0.545878,4.158728,8.860941,0.522073,4.384742,8.756248,0.043371,0.055589,-0.138056,9.506001,-39.723003,-21.005001,-157.811,-26.559,-3.412,,,,,,,,2026-09-13 03:09:06.462
11904.8,0.339977,4.395754,8.755595,0.443146,4.473404,8.715656,0.241903,-0.156992,-0.529620,10.046000,-40.052002,-23.382002,-156.079,-27.140,-2.911,,,,,,,,2026-09-13 03:09:06.558
12008.8,0.107739,4.383783,7.843405,0.265894,4.651983,8.628948,-0.042150,-0.141110,-0.386678,12.296000,-41.455002,-24.146002,-152.061,-28.318,-1.765,,,,,,,,2026-09-13 03:09:06.662
12112.9,0.296881,4.513070,7.991845,0.187530,4.525754,8.697861,-0.350637,-0.050702,-0.503964,13.418000,-40.510002,-21.891001,-149.260,-27.484,-1.235,,,,,,,,2026-09-13 03:09:06.766
12208.9,0.308852,3.684676,9.296685,-0.340768,4.094592,8.904414,-0.013439,0.437990,-0.505796,19.320002,-37.157001,-22.377001,-146.389,-24.679,2.192,,,,,,,,2026-09-13 03:09:06.862
12305.0,-0.332794,5.035006,8.046912,-0.865341,4.785086,8.516133,1.744631,0.855822,-1.105055,19.895000,-37.693001,-18.384001,-141.733,-29.205,5.802,,,,,,,,2026-09-13 03:09:06.958
12409.0,-2.571373,4.783615,9.655815,-2.271988,4.985405,8.133522,-1.108110,1.689653,0.367741,24.243002,-37.335003,-13.768001,-139.673,-30.555,15.607,,,,,,,,2026-09-13 03:09:07.062
12505.1,-4.197036,5.236119,6.189012,-3.237236,5.128492,7.706442,0.739147,0.273668,0.307265,25.476002,-37.092003,-10.754001,-140.673,-31.531,22.786,,,,,,,,2026-09-13 03:09:07.158
12609.2,-3.641581,5.051765,7.776367,-3.028461,5.177086,7.758646,-0.163101,-0.104458,-0.245568,25.600000,-38.551003,-12.261001,-140.142,-31.865,21.322,,,,,,,,2026-09-13 03:09:07.262
