stream,event_ns,arrival_ns,accuracy,v0,v1,v2,v3,v4,v5
magnetic_field_uncalibrated,287217293066171,287217296390400,3,6.939000,-7.359000,-161.741013,6.953001,23.429001,-125.219009
gyroscope_uncalibrated,287217293066171,287217296452666,3,-0.058032,-0.135612,0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217293066171,287217296750908,3,0.232238,0.124498,10.259154,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217301070078,287217304375400,3,6.825000,-7.195000,-162.929001,6.953001,23.430000,-125.220009
gyroscope_uncalibrated,287217301070078,287217304802979,3,0.017104,0.026878,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217301070078,287217304861065,3,0.232238,0.122104,10.304645,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217309073554,287217313255830,3,7.322001,-6.863000,-161.422012,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217309073554,287217313333291,3,0.090408,0.193644,-0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217309073554,287217313641729,3,0.107739,0.184354,10.122684,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217317078398,287217320936690,3,5.856000,-8.008000,-161.192001,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217317078398,287217321019463,3,0.103236,0.208916,-0.003665,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217317078398,287217321469111,3,-0.074220,0.251391,9.768343,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217325084453,287217329489580,3,6.343000,-9.248000,-162.593002,6.953001,23.430000,-125.219009
gyroscope_uncalibrated,287217325084453,287217329569229,3,0.042150,0.081245,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217325084453,287217329601768,3,-0.222661,0.320823,9.409213,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217333088984,287217336303643,3,8.903001,-9.006001,-163.475006,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217333088984,287217337213955,3,-0.017104,-0.047037,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217333088984,287217337352002,3,-0.165200,0.311246,9.481039,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217341091289,287217344024971,3,8.579000,-8.671000,-163.258011,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217341091289,287217344097979,3,-0.063530,-0.142942,0.003054,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217341091289,287217344131729,3,-0.019154,0.234632,9.902418,0.000000,0.000000,0.000000
accelerometer_uncalibrated,287217349093320,287217352235322,3,0.102951,0.181959,10.081984,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217349093320,287217352742510,3,7.555000,-8.490001,-162.281006,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217349093320,287217352848252,3,-0.048869,-0.112399,0.002443,0.004887,0.003054,0.000000
magnetic_field_uncalibrated,287217357097968,287217359746416,3,8.185000,-7.872000,-160.992004,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217357097968,287217359805908,3,0.001833,-0.001833,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217357097968,287217359823291,3,0.119710,0.174777,10.105926,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217365100585,287217368773213,3,9.056001,-7.052001,-160.245010,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217365100585,287217369203760,3,0.037263,0.073304,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217365100585,287217369341924,3,0.071826,0.193930,9.993398,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217373103867,287217376151807,3,8.362000,-6.943000,-161.105011,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217373103867,287217376201065,3,0.054367,0.106901,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217373103867,287217376217275,3,-0.009577,0.239420,9.809045,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217381104375,287217383778994,3,7.048000,-7.440001,-161.850006,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217381104375,287217383842861,3,0.028100,0.053145,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217381104375,287217383975830,3,-0.098162,0.241814,9.639056,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217389105195,287217391778643,3,7.562000,-8.483001,-161.417007,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217389105195,287217391829307,3,0.000611,-0.009774,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217389105195,287217391905674,3,-0.098162,0.277727,9.662998,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217397105625,287217400097588,3,8.518001,-8.284000,-159.157013,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217397105625,287217400175986,3,-0.026267,-0.064752,0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217397105625,287217400195244,3,-0.028730,0.241814,9.888053,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217405108164,287217409162588,3,7.908000,-8.624001,-160.231003,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217405108164,287217409232549,3,-0.019548,-0.049480,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217405108164,287217409462041,3,0.031125,0.210690,10.036493,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217413109023,287217415980752,3,8.157001,-8.243000,-161.422012,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217413109023,287217416050518,3,0.005498,0.006109,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217413109023,287217416173525,3,0.059855,0.201113,10.000581,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217421111171,287217423017002,3,8.906000,-7.612000,-159.810013,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217421111171,287217423099229,3,0.022602,0.041539,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217421111171,287217423173252,3,0.026336,0.225055,9.878476,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217429112187,287217433596104,3,7.526000,-7.556000,-158.830002,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217429112187,287217433669150,3,0.026878,0.048869,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217429112187,287217433693525,3,-0.019154,0.237026,9.742006,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217437113554,287217439633057,3,6.254000,-7.412000,-159.793015,6.953001,23.429001,-125.219009
gyroscope_uncalibrated,287217437113554,287217439704502,3,0.012828,0.014661,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217437113554,287217439836611,3,-0.057461,0.253785,9.775525,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217445117421,287217447537940,3,7.999001,-7.161000,-161.209015,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217445117421,287217447593135,3,-0.004276,-0.020769,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217445117421,287217448103486,3,-0.050278,0.260968,9.873688,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217453122109,287217455910205,3,8.939000,-6.978000,-161.109009,6.954000,23.430000,-125.220009
gyroscope_uncalibrated,287217453122109,287217455977940,3,-0.007330,-0.027489,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217453122109,287217455998877,3,-0.014365,0.229843,9.957485,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217461127773,287217462998682,3,7.878000,-7.348001,-160.128006,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217461127773,287217463042471,3,0.000000,-0.009774,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217461127773,287217463150791,3,0.019154,0.215478,9.950302,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217469131718,287217471732979,3,7.560000,-6.836000,-160.776001,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217469131718,287217471811260,3,0.010996,0.017104,-0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217469131718,287217471856690,3,0.021548,0.220267,9.880871,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217477135859,287217479536768,3,6.650000,-6.388000,-162.499008,6.953001,23.429001,-125.219009
gyroscope_uncalibrated,287217477135859,287217479606807,3,0.014661,0.024435,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217477135859,287217479722861,3,-0.009577,0.229843,9.799467,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217485136523,287217487788408,3,7.610000,-5.928000,-162.292007,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217485136523,287217487875479,3,0.012217,0.015272,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217485136523,287217487962627,3,-0.038307,0.234632,9.818622,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217493138710,287217495870283,3,8.625000,-6.461000,-161.109009,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217493138710,287217495908955,3,0.002443,0.000000,-0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217493138710,287217496021104,3,-0.043096,0.227449,9.859323,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217501140781,287217505060830,3,6.809000,-7.640000,-160.984009,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217501140781,287217505150479,3,-0.000611,-0.009163,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217501140781,287217505269502,3,-0.028730,0.239420,9.926360,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217509141562,287217511805674,3,7.424000,-7.124001,-160.882004,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217509141562,287217511845518,3,-0.000611,-0.003665,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217509141562,287217511963291,3,-0.014365,0.234632,9.919178,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217517143945,287217520402236,3,8.955001,-6.877000,-159.814011,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217517143945,287217520784697,3,0.006109,0.007330,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217517143945,287217521326299,3,0.000000,0.227449,9.892841,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217525147031,287217528098643,3,8.469001,-7.285000,-159.161011,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217525147031,287217528194854,3,0.010385,0.012217,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217525147031,287217528356611,3,-0.009577,0.222661,9.835381,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217533149882,287217536021455,3,7.878000,-7.348001,-160.128006,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217533149882,287217536544268,3,0.009163,0.010385,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217533149882,287217537021455,3,-0.033519,0.225055,9.809045,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217541153320,287217544409033,3,8.584001,-7.103000,-160.890015,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217541153320,287217544497510,3,0.005498,0.003665,0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217541153320,287217544510869,3,-0.043096,0.246603,9.832987,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217549156679,287217551879424,3,7.999001,-7.333000,-159.589005,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217549156679,287217551993799,3,0.002443,-0.003054,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217549156679,287217552027393,3,-0.004788,0.234632,9.895236,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287217557160937,287217559666182,3,0.002443,-0.000611,0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217557160937,287217559932744,3,0.023942,0.222661,9.923966,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217557160937,287217560241065,3,7.399000,-7.664001,-159.368011,6.954000,23.429001,-125.219009
magnetic_field_uncalibrated,287217565161406,287217567934268,3,7.890000,-7.251000,-159.373001,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217565161406,287217568025088,3,0.004887,0.004887,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217565161406,287217568139775,3,0.009577,0.234632,9.885659,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217573160820,287217575958369,3,7.110000,-6.779000,-159.370010,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217573160820,287217576118174,3,0.007941,0.007330,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217573160820,287217576253721,3,-0.016759,0.241814,9.801862,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217581162031,287217583698447,3,6.616000,-7.108000,-160.553009,6.953001,23.430000,-125.220009
gyroscope_uncalibrated,287217581162031,287217583776221,3,0.006720,0.008552,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217581162031,287217583908643,3,-0.004788,0.229843,9.809045,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217589161367,287217591816690,3,7.683001,-6.818000,-159.913010,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217589161367,287217591891729,3,0.005498,0.001833,0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217589161367,287217591982588,3,0.000000,0.229843,9.842564,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217597161796,287217599582549,3,7.936000,-6.433000,-160.564011,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217597161796,287217599639580,3,0.004276,-0.003054,0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217597161796,287217599749932,3,0.014365,0.232238,9.871294,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217605164687,287217607923565,3,6.760000,-6.555000,-161.852005,6.953001,23.430000,-125.220009
gyroscope_uncalibrated,287217605164687,287217608133408,3,0.002443,-0.000611,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217605164687,287217608327940,3,0.019154,0.227449,9.895236,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217613167734,287217616117197,3,6.890000,-6.359000,-161.637009,6.953001,23.429001,-125.219009
gyroscope_uncalibrated,287217613167734,287217616234697,3,0.006109,0.004276,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217613167734,287217616355010,3,0.011971,0.222661,9.916783,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217621173554,287217623554541,3,6.524000,-6.666000,-161.310013,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217621173554,287217623686260,3,0.007330,0.007330,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217621173554,287217623798994,3,-0.009577,0.220267,9.847352,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217629175859,287217632183955,3,7.247000,-6.404000,-159.912003,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217629175859,287217632304424,3,0.007941,0.006109,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217629175859,287217632467432,3,-0.021548,0.244209,9.816227,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217637178867,287217640279307,3,8.325001,-5.931000,-159.489014,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217637178867,287217640348330,3,0.004887,0.000000,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217637178867,287217640357744,3,0.000000,0.234632,9.813833,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217645183671,287217647610713,3,8.054001,-6.506001,-159.593002,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217645183671,287217647688838,3,0.004276,-0.001833,0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217645183671,287217647887119,3,0.007183,0.225055,9.892841,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217653185781,287217656763877,3,7.779000,-7.171000,-159.481003,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217653185781,287217656803291,3,0.006109,0.003054,0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217653185781,287217656814697,3,-0.009577,0.234632,9.904813,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217661186914,287217664227471,3,7.655000,-7.189000,-160.343002,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217661186914,287217664298682,3,0.007330,0.008552,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217661186914,287217664323252,3,-0.028730,0.234632,9.914390,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217669189335,287217672469502,3,7.760000,-7.275001,-161.099014,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217669189335,287217672558369,3,0.005498,0.006720,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217669189335,287217672682197,3,-0.028730,0.246603,9.897630,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217677193242,287217680328838,3,7.751000,-7.542000,-159.911011,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217677193242,287217680374385,3,0.004887,0.001833,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217677193242,287217680389658,3,-0.016759,0.229843,9.844957,0.000000,0.000000,0.000000
accelerometer_uncalibrated,287217685194453,287217688100635,3,-0.014365,0.229843,9.821015,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217685194453,287217688589580,3,7.895000,-7.160000,-159.481003,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217685194453,287217688732549,3,0.003665,-0.002443,-0.000611,0.004887,0.003054,0.000000
magnetic_field_uncalibrated,287217693196953,287217695988018,3,8.626000,-6.632000,-159.381012,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217693196953,287217696033174,3,0.004887,-0.001222,0.002443,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217693196953,287217696209619,3,-0.011971,0.237026,9.866506,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217701200937,287217705112236,3,8.014000,-7.232000,-158.402008,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217701200937,287217705206104,3,0.007330,0.006109,0.003054,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217701200937,287217705379424,3,-0.028730,0.229843,9.935937,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217709206093,287217712490049,3,6.869000,-6.981000,-158.828003,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217709206093,287217712571690,3,0.007330,0.010385,-0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217709206093,287217712603252,3,-0.038307,0.241814,9.928755,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217717209414,287217719938604,3,6.693000,-6.088000,-159.262009,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217717209414,287217719987354,3,0.006720,0.006720,0.003054,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217717209414,287217720001807,3,-0.035913,0.244209,9.868899,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217725207929,287217728668916,3,7.051000,-6.047000,-158.293015,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217725207929,287217728771690,3,0.002443,-0.000611,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217725207929,287217728785635,3,-0.019154,0.237026,9.809045,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217733209687,287217736010869,3,8.133000,-5.398000,-158.843002,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217733209687,287217736108213,3,0.001222,-0.002443,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217733209687,287217736127393,3,0.000000,0.213084,9.840169,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217741209492,287217743802510,3,7.638000,-5.815000,-159.377014,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217741209492,287217743849190,3,0.004276,0.004276,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217741209492,287217743865518,3,-0.014365,0.213084,9.883265,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217749209648,287217752232627,3,7.364000,-6.478000,-159.049011,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217749209648,287217752318604,3,0.007941,0.007330,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217749209648,287217752346416,3,-0.028730,0.239420,9.873688,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217757212343,287217759833838,3,8.054001,-6.506001,-159.593002,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217757212343,287217759910205,3,0.008552,0.009774,-0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217757212343,287217759936221,3,-0.007183,0.244209,9.880871,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287217765213125,287217767779268,3,0.004887,0.003665,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217765213125,287217767919150,3,-0.002394,0.225055,9.849746,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217765213125,287217768227197,3,7.923000,-6.703001,-159.807007,6.954000,23.429001,-125.219009
magnetic_field_uncalibrated,287217773214687,287217776010244,3,6.604000,-7.207000,-161.416000,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217773214687,287217776064697,3,0.001833,-0.001833,0.001833,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217773214687,287217776293643,3,0.014365,0.232238,9.821015,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217781217695,287217784336182,3,6.071000,-6.440001,-161.955002,6.953001,23.429001,-125.219009
gyroscope_uncalibrated,287217781217695,287217784467666,3,0.003665,-0.002443,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217781217695,287217784517080,3,0.009577,0.234632,9.832987,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217789216562,287217792627861,3,7.123000,-4.773000,-160.026001,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217789216562,287217792674502,3,0.006109,0.004887,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217789216562,287217792796885,3,0.000000,0.227449,9.859323,0.000000,0.000000,0.000000
accelerometer_uncalibrated,287217797216796,287217800862861,3,-0.011971,0.215478,9.868899,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217797216796,287217801199541,3,7.579000,-6.646000,-159.913010,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217797216796,287217801254815,3,0.007941,0.009774,0.000611,0.004887,0.003054,0.000000
gyroscope_uncalibrated,287217805218359,287217808386768,3,0.007330,0.007330,0.001833,0.004887,0.003054,0.000000
magnetic_field_uncalibrated,287217805218359,287217808573604,3,7.637001,-7.551001,-159.586014,6.954000,23.429001,-125.220009
accelerometer_uncalibrated,287217805218359,287217808694775,3,-0.009577,0.244209,9.861717,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217813215429,287217815864190,3,8.463000,-7.290000,-159.917007,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217813215429,287217815960322,3,0.004276,0.000611,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217813215429,287217815995322,3,0.000000,0.234632,9.837775,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217821210937,287217823696533,3,8.313001,-7.763000,-160.237015,6.954000,23.430000,-125.219009
gyroscope_uncalibrated,287217821210937,287217823752158,3,0.002443,-0.003054,0.000611,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217821210937,287217823769775,3,0.007183,0.227449,9.866506,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217829205703,287217831803174,3,6.647000,-6.734000,-159.691010,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217829205703,287217831951963,3,0.004887,0.002443,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217829205703,287217832010596,3,0.009577,0.215478,9.861717,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217837204492,287217839655557,3,6.286000,-6.865000,-160.336014,6.953001,23.429001,-125.220009
gyroscope_uncalibrated,287217837204492,287217839702315,3,0.008552,0.006109,-0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217837204492,287217839717549,3,-0.019154,0.237026,9.849746,0.000000,0.000000,0.000000
gyroscope_uncalibrated,287217845203515,287217849126807,3,0.009163,0.007330,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217845203515,287217849177510,3,-0.019154,0.239420,9.856929,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217845203515,287217849224658,3,7.345000,-8.317000,-160.769012,6.954000,23.430000,-125.220009
magnetic_field_uncalibrated,287217853203125,287217857315322,3,7.786000,-8.555000,-161.742004,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217853203125,287217857527119,3,0.006109,0.004276,0.001222,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217853203125,287217857563916,3,0.002394,0.232238,9.873688,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217861201367,287217863688721,3,8.203000,-7.425000,-162.613007,6.954000,23.429001,-125.219009
gyroscope_uncalibrated,287217861201367,287217863739268,3,0.004276,-0.000611,0.000000,0.004887,0.003054,0.000000
accelerometer_uncalibrated,287217861201367,287217863776377,3,-0.011971,0.229843,9.885659,0.000000,0.000000,0.000000
magnetic_field_uncalibrated,287217869198203,287217872659502,3,7.975000,-7.443000,-161.964005,6.954000,23.429001,-125.220009
gyroscope_uncalibrated,287217869198203,287217872729072,3,0.005498,0.000000,0.000000,0.004887,0.003054,0.000000
