Time since start (ms),ACCELEROMETER X (m/s^2),ACCELEROMETER Y (m/s^2),ACCELEROMETER Z (m/s^2),GRAVITY X (m/s^2),GRAVITY Y (m/s^2),GRAVITY Z (m/s^2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (uT),MAGNETIC FIELD Y (uT),MAGNETIC FIELD Z (uT),ORIENTATION (yaw deg),ORIENTATION (pitch deg),ORIENTATION (roll deg),GPS Latitude (deg),GPS Longitude (deg),GPS Altitude (m),GPS Speed (m/s),GPS Accuracy (m),GPS Orientation (deg),Satellites in range,DATE (YYYY-MO-DD HH-MI-SS_SSS)
104.0,-0.059855,0.280122,9.844957,-0.074482,0.295915,9.801902,-0.068417,-0.145997,0.003054,1.625000,-32.100002,-38.039001,-179.998,-1.729,0.435,,,,,,,,2026-09-13 03:11:48.651
200.1,-0.098162,0.299275,9.718064,-0.067235,0.292522,9.802055,0.007941,0.011606,-0.000611,-0.699000,-30.841002,-34.574001,-179.256,-1.709,0.393,,,,,,,,2026-09-13 03:11:48.747
304.1,-0.083797,0.292093,9.775525,-0.066181,0.292284,9.802070,0.000611,0.000611,0.001833,1.630000,-30.532001,-35.670002,-179.009,-1.708,0.387,,,,,,,,2026-09-13 03:11:48.851
400.1,-0.040701,0.280122,9.756371,-0.065011,0.291753,9.802094,0.000000,-0.003054,0.000000,1.371000,-29.361002,-34.270000,-179.276,-1.705,0.380,,,,,,,,2026-09-13 03:11:48.947
504.2,-0.055067,0.258574,9.825804,-0.063908,0.291256,9.802116,-0.000611,0.001222,0.000611,0.684000,-29.244001,-34.158001,-179.205,-1.702,0.374,,,,,,,,2026-09-13 03:11:49.051
600.2,-0.059855,0.282516,9.792285,-0.063546,0.290884,9.802130,0.003665,0.003054,-0.001222,-0.667000,-30.294001,-35.116001,-179.385,-1.700,0.371,,,,,,,,2026-09-13 03:11:49.147
704.1,-0.062249,0.282516,9.787497,-0.063801,0.291444,9.802111,-0.001222,-0.000611,0.000000,0.596000,-30.275002,-36.852001,-179.575,-1.703,0.373,,,,,,,,2026-09-13 03:11:49.251
800.1,-0.035913,0.272939,9.816227,-0.062996,0.291008,9.802129,-0.001833,-0.003665,0.000611,1.005000,-31.317001,-34.799000,-179.336,-1.700,0.368,,,,,,,,2026-09-13 03:11:49.347
904.2,-0.069432,0.287304,9.792285,-0.062734,0.291000,9.802131,0.001833,0.004276,0.001222,1.198000,-30.200001,-34.373001,-179.288,-1.700,0.367,,,,,,,,2026-09-13 03:11:49.451
1000.2,-0.035913,0.282516,9.777920,-0.062478,0.291445,9.802119,0.003054,0.000611,-0.000611,0.617000,-30.082001,-35.665001,-179.289,-1.703,0.365,,,,,,,,2026-09-13 03:11:49.547
1104.2,-0.057461,0.263362,9.794679,-0.062184,0.291259,9.802127,0.000000,-0.002443,-0.001833,1.183000,-30.386002,-34.696003,-179.287,-1.702,0.363,,,,,,,,2026-09-13 03:11:49.651
1200.2,-0.040701,0.282516,9.782708,-0.061645,0.290887,9.802141,0.001222,0.000000,0.000611,1.216000,-29.924002,-34.374001,-179.289,-1.700,0.360,,,,,,,,2026-09-13 03:11:49.747
1304.2,-0.067038,0.282516,9.792285,-0.061342,0.290699,9.802149,0.001833,0.001833,0.000611,0.285000,-31.662001,-35.009003,-179.291,-1.699,0.359,,,,,,,,2026-09-13 03:11:49.851
1400.2,-0.045490,0.272939,9.806650,-0.061644,0.290782,9.802144,-0.001833,-0.000611,0.000000,0.827000,-30.340002,-36.313004,-179.291,-1.699,0.360,,,,,,,,2026-09-13 03:11:49.947
1504.2,-0.062249,0.284910,9.794679,-0.061472,0.290449,9.802155,0.000611,-0.001222,0.000000,0.647000,-31.187002,-37.496002,-179.295,-1.697,0.359,,,,,,,,2026-09-13 03:11:50.051
1600.2,-0.031125,0.275333,9.804255,-0.061216,0.290582,9.802153,0.001222,-0.000611,0.000000,0.963000,-30.138000,-35.451000,-179.297,-1.698,0.358,,,,,,,,2026-09-13 03:11:50.147
1704.2,-0.059855,0.272939,9.811439,-0.061128,0.290771,9.802148,0.001222,0.003665,0.000000,-1.073000,-31.157001,-35.326000,-179.298,-1.699,0.357,,,,,,,,2026-09-13 03:11:50.251
1800.3,-0.038307,0.280122,9.782708,-0.061431,0.290344,9.802158,0.000000,0.000611,0.001222,0.055000,-29.946001,-34.475002,-179.299,-1.697,0.359,,,,,,,,2026-09-13 03:11:50.347
1904.3,-0.057461,0.268151,9.825804,-0.060857,0.289546,9.802186,0.000000,0.001222,0.000000,-0.219000,-30.611002,-34.362003,-179.302,-1.692,0.356,,,,,,,,2026-09-13 03:11:50.451
2000.4,-0.050278,0.270545,9.804255,-0.060957,0.289234,9.802195,0.001222,0.004887,0.000000,1.066000,-28.834002,-33.082001,-179.284,-1.690,0.356,,,,,,,,2026-09-13 03:11:50.547
2104.4,-0.064643,0.284910,9.773131,-0.061233,0.289187,9.802195,-0.003054,-0.004276,0.001222,-0.004000,-29.128002,-34.262001,-179.286,-1.690,0.358,,,,,,,,2026-09-13 03:11:50.651
2200.5,-0.021548,0.277727,9.792285,-0.060506,0.288554,9.802217,-0.001833,-0.004276,0.001222,0.586000,-30.629002,-35.015003,-179.288,-1.686,0.354,,,,,,,,2026-09-13 03:11:50.747
2304.6,-0.083797,0.277727,9.821015,-0.059940,0.288314,9.802228,0.004276,0.005498,-0.000611,-0.678000,-28.742001,-34.907001,-179.289,-1.685,0.350,,,,,,,,2026-09-13 03:11:50.851
2400.6,-0.031125,0.272939,9.794679,-0.060618,0.288508,9.802217,0.003054,0.000611,0.002443,-1.157000,-30.620001,-35.759003,-179.292,-1.686,0.354,,,,,,,,2026-09-13 03:11:50.947
2504.6,-0.047884,0.272939,9.849746,-0.059946,0.288085,9.802235,-0.001222,0.000611,0.001222,1.092000,-29.943001,-35.453003,-179.293,-1.683,0.350,,,,,,,,2026-09-13 03:11:51.051
2600.7,-0.045490,0.268151,9.818622,-0.059864,0.287625,9.802248,0.001833,0.004276,0.000611,-0.544000,-30.277002,-34.361000,-179.294,-1.681,0.350,,,,,,,,2026-09-13 03:11:51.147
2704.7,-0.062249,0.294487,9.799467,-0.060231,0.287891,9.802238,0.000000,0.000000,0.000000,0.627000,-30.159002,-33.614002,-179.294,-1.682,0.352,,,,,,,,2026-09-13 03:11:51.251
2800.7,-0.038307,0.270545,9.797073,-0.061023,0.287565,9.802243,0.000000,-0.001833,-0.001222,1.003000,-29.583002,-34.914001,-179.295,-1.680,0.357,,,,,,,,2026-09-13 03:11:51.347
2904.7,-0.071826,0.272939,9.811439,-0.060038,0.286907,9.802269,0.000611,0.002443,-0.001222,0.596000,-30.360001,-35.988003,-179.299,-1.677,0.351,,,,,,,,2026-09-13 03:11:51.451
2992.7,-0.031125,0.277727,9.813833,-0.060326,0.286132,9.802289,0.000611,0.000000,-0.003054,0.358000,-30.559002,-35.014000,-179.300,-1.672,0.353,,,,,,,,2026-09-13 03:11:51.539
3104.8,-0.062249,0.272939,9.823410,-0.059616,0.286361,9.802287,0.000000,0.002443,0.000000,1.578000,-29.621002,-35.242001,-179.301,-1.673,0.348,,,,,,,,2026-09-13 03:11:51.651
3200.8,-0.038307,0.270545,9.797073,-0.060085,0.286536,9.802279,-0.000611,-0.003054,0.000611,-0.554000,-30.544001,-33.173000,-179.303,-1.674,0.351,,,,,,,,2026-09-13 03:11:51.747
3304.8,-0.069432,0.280122,9.806650,-0.058758,0.286380,9.802292,-0.001222,0.001833,0.001222,-1.294000,-31.081001,-34.461002,-179.286,-1.673,0.343,,,,,,,,2026-09-13 03:11:51.851
3400.8,-0.052672,0.289698,9.799467,-0.059080,0.286022,9.802300,0.003054,0.003054,0.000000,1.365000,-29.538002,-33.405003,-179.286,-1.671,0.345,,,,,,,,2026-09-13 03:11:51.947
3504.9,-0.045490,0.272939,9.806650,-0.058783,0.286089,9.802299,-0.003054,-0.004887,0.000611,1.283000,-30.563002,-35.344002,-179.289,-1.672,0.344,,,,,,,,2026-09-13 03:11:52.051
3600.9,-0.035913,0.277727,9.809045,-0.057893,0.285692,9.802317,0.000000,-0.003054,-0.000611,1.297000,-30.378002,-35.129002,-179.289,-1.669,0.338,,,,,,,,2026-09-13 03:11:52.147
3696.9,-0.069432,0.289698,9.813833,-0.056642,0.285489,9.802330,0.003665,0.003665,0.001222,1.475000,-29.361002,-35.890003,-179.291,-1.668,0.331,,,,,,,,2026-09-13 03:11:52.243
3800.9,-0.045490,0.277727,9.785102,-0.057290,0.285727,9.802320,0.000000,-0.001222,-0.001833,1.134000,-30.950001,-36.421001,-179.294,-1.670,0.335,,,,,,,,2026-09-13 03:11:52.347
3904.9,-0.045490,0.280122,9.811439,-0.055488,0.285533,9.802335,0.000000,-0.003054,-0.000611,1.205000,-30.021002,-35.022003,-179.293,-1.668,0.324,,,,,,,,2026-09-13 03:11:52.451
4001.0,-0.057461,0.277727,9.797073,-0.055438,0.285297,9.802342,0.003665,0.003665,0.001222,-0.019000,-31.136002,-33.929001,-179.293,-1.667,0.324,,,,,,,,2026-09-13 03:11:52.548
4097.0,-0.074220,0.277727,9.809045,-0.055136,0.285395,9.802341,0.000000,0.003054,0.000611,-0.248000,-30.897001,-35.764000,-179.296,-1.668,0.322,,,,,,,,2026-09-13 03:11:52.644
4201.0,-0.028730,0.270545,9.768343,-0.054979,0.285230,9.802347,-0.001833,-0.004276,-0.001222,1.793000,-29.788002,-35.998001,-179.297,-1.667,0.321,,,,,,,,2026-09-13 03:11:52.748
4305.0,-0.057461,0.263362,9.823410,-0.054019,0.285318,9.802350,0.003665,0.004276,0.001222,-0.461000,-28.821001,-36.311001,-179.299,-1.667,0.316,,,,,,,,2026-09-13 03:11:52.852
4401.0,-0.059855,0.263362,9.782708,-0.054304,0.286114,9.802325,0.001222,0.000000,-0.000611,0.965000,-29.964001,-36.748001,-179.300,-1.672,0.317,,,,,,,,2026-09-13 03:11:52.948
4497.0,-0.064643,0.277727,9.804255,-0.054121,0.286087,9.802327,-0.000611,-0.002443,0.000611,0.190000,-31.309002,-35.441002,-179.301,-1.672,0.316,,,,,,,,2026-09-13 03:11:53.044
4601.0,-0.047884,0.275333,9.775525,-0.054339,0.286043,9.802327,-0.000611,-0.001222,-0.000611,0.632000,-29.810001,-36.098003,-179.285,-1.671,0.318,,,,,,,,2026-09-13 03:11:53.148
4705.0,-0.059855,0.277727,9.811439,-0.054114,0.286109,9.802326,0.000611,0.002443,0.000611,-1.005000,-30.145002,-35.222000,-179.287,-1.672,0.316,,,,,,,,2026-09-13 03:11:53.252
4801.0,-0.055067,0.289698,9.785102,-0.054367,0.286281,9.802320,0.001222,0.001222,0.001222,-0.184000,-29.975002,-35.337002,-179.287,-1.673,0.318,,,,,,,,2026-09-13 03:11:53.348
4905.1,-0.057461,0.277727,9.809045,-0.053857,0.286206,9.802324,-0.003054,-0.003665,0.000611,0.773000,-29.603001,-34.589001,-179.289,-1.672,0.315,,,,,,,,2026-09-13 03:11:53.452
5001.1,-0.040701,0.265756,9.816227,-0.053606,0.285516,9.802346,0.000611,-0.001833,0.001222,0.770000,-29.606001,-34.913002,-179.290,-1.668,0.313,,,,,,,,2026-09-13 03:11:53.548
5105.1,-0.067038,0.301669,9.797073,-0.052993,0.285555,9.802349,0.000000,0.004276,0.001222,1.091000,-30.030001,-34.697002,-179.291,-1.669,0.310,,,,,,,,2026-09-13 03:11:53.652
5201.2,-0.052672,0.284910,9.768343,-0.053269,0.285358,9.802353,-0.001222,-0.003665,0.000611,0.256000,-30.299002,-35.554001,-179.292,-1.667,0.311,,,,,,,,2026-09-13 03:11:53.748
5305.2,-0.059855,0.265756,9.828198,-0.051598,0.285152,9.802367,-0.000611,0.001222,-0.002443,1.333000,-29.826002,-35.131001,-179.295,-1.666,0.302,,,,,,,,2026-09-13 03:11:53.852
5401.2,-0.069432,0.272939,9.806650,-0.052098,0.285231,9.802362,0.000611,0.006720,0.000000,0.527000,-29.896002,-33.830002,-179.296,-1.667,0.305,,,,,,,,2026-09-13 03:11:53.948
5505.3,-0.040701,0.272939,9.794679,-0.052357,0.285191,9.802362,-0.002443,-0.006109,-0.000611,1.570000,-29.714001,-35.457001,-179.297,-1.666,0.306,,,,,,,,2026-09-13 03:11:54.052
5601.2,-0.031125,0.256180,9.835381,-0.051925,0.284720,9.802379,-0.001833,-0.004887,-0.000611,0.236000,-30.491001,-36.633003,-179.301,-1.664,0.304,,,,,,,,2026-09-13 03:11:54.148
5705.2,-0.064643,0.287304,9.809045,-0.051551,0.284733,9.802381,0.003054,0.003665,0.000611,0.528000,-29.637001,-36.098003,-179.303,-1.664,0.301,,,,,,,,2026-09-13 03:11:54.252
5801.2,-0.045490,0.280122,9.804255,-0.051733,0.284927,9.802373,-0.000611,0.000611,0.000611,1.102000,-31.497002,-35.771000,-179.285,-1.665,0.302,,,,,,,,2026-09-13 03:11:54.348
5897.2,-0.045490,0.275333,9.821015,-0.051287,0.284791,9.802380,-0.001833,0.000000,-0.000611,0.389000,-30.185001,-34.152000,-179.288,-1.664,0.300,,,,,,,,2026-09-13 03:11:54.444
6001.2,-0.055067,0.289698,9.801862,-0.051418,0.284889,9.802377,0.002443,0.003054,-0.001222,0.808000,-30.788002,-34.800003,-179.290,-1.665,0.301,,,,,,,,2026-09-13 03:11:54.548
6097.2,-0.031125,0.280122,9.813833,-0.052146,0.285738,9.802347,0.000611,0.001833,-0.001222,1.075000,-30.389002,-33.616001,-179.292,-1.670,0.305,,,,,,,,2026-09-13 03:11:54.644
6201.3,-0.059855,0.280122,9.801862,-0.052619,0.286375,9.802326,0.000000,-0.001222,0.000611,0.388000,-30.187002,-34.368000,-179.294,-1.673,0.308,,,,,,,,2026-09-13 03:11:54.748
6305.3,-0.043096,0.270545,9.809045,-0.052985,0.286626,9.802317,0.000000,0.000611,-0.001222,0.257000,-30.383001,-34.582001,-179.296,-1.675,0.310,,,,,,,,2026-09-13 03:11:54.852
6401.3,-0.055067,0.268151,9.818622,-0.053849,0.286895,9.802305,0.001833,-0.000611,0.000000,0.373000,-30.201002,-36.311001,-179.296,-1.676,0.315,,,,,,,,2026-09-13 03:11:54.948
6505.3,-0.052672,0.284910,9.811439,-0.054112,0.287868,9.802275,0.001222,0.001833,0.000611,1.024000,-29.220001,-35.456001,-179.298,-1.682,0.316,,,,,,,,2026-09-13 03:11:55.052
6601.3,-0.062249,0.280122,9.804255,-0.055110,0.288413,9.802254,-0.000611,-0.003054,0.000611,1.064000,-30.142002,-37.503002,-179.299,-1.685,0.322,,,,,,,,2026-09-13 03:11:55.148
6705.3,-0.016759,0.258574,9.844957,-0.055041,0.288690,9.802245,-0.000611,-0.003054,0.000000,2.710000,-29.971001,-35.788002,-179.303,-1.687,0.322,,,,,,,,2026-09-13 03:11:55.252
6801.3,-0.071826,0.292093,9.813833,-0.055302,0.288912,9.802238,0.001833,0.004887,0.001222,0.804000,-30.707001,-36.204002,-179.285,-1.688,0.323,,,,,,,,2026-09-13 03:11:55.348
6905.3,-0.033519,0.282516,9.787497,-0.056152,0.289478,9.802216,-0.002443,-0.005498,0.000611,0.243000,-30.569002,-34.797001,-179.285,-1.692,0.328,,,,,,,,2026-09-13 03:11:55.452
7001.2,-0.040701,0.256180,9.809045,-0.055907,0.289116,9.802228,-0.000611,-0.003054,-0.000611,1.886000,-30.144001,-35.997002,-179.288,-1.689,0.327,,,,,,,,2026-09-13 03:11:55.548
7097.2,-0.055067,0.268151,9.821015,-0.055781,0.288941,9.802234,0.003054,0.003054,0.000000,2.001000,-30.391001,-33.730003,-179.290,-1.688,0.326,,,,,,,,2026-09-13 03:11:55.644
7201.2,-0.055067,0.289698,9.785102,-0.056213,0.288944,9.802232,-0.001222,-0.001833,0.000611,1.745000,-30.694002,-34.267002,-179.288,-1.688,0.329,,,,,,,,2026-09-13 03:11:55.748
7305.2,-0.026336,0.270545,9.830592,-0.055050,0.288743,9.802243,-0.001833,-0.001833,-0.000611,0.846000,-30.236002,-34.695004,-179.292,-1.687,0.322,,,,,,,,2026-09-13 03:11:55.852
7401.2,-0.071826,0.292093,9.806650,-0.054896,0.288463,9.802253,0.001222,0.004276,0.000000,0.400000,-29.918001,-35.233002,-179.293,-1.686,0.321,,,,,,,,2026-09-13 03:11:55.948
7505.2,-0.038307,0.270545,9.809045,-0.055447,0.288254,9.802257,0.000000,-0.000611,0.000000,0.905000,-29.319002,-34.915001,-179.293,-1.684,0.324,,,,,,,,2026-09-13 03:11:56.052
7601.2,-0.052672,0.275333,9.818622,-0.055198,0.287834,9.802270,-0.001833,-0.003054,0.000000,0.954000,-30.319002,-35.019001,-179.296,-1.682,0.323,,,,,,,,2026-09-13 03:11:56.148
7705.3,-0.043096,0.287304,9.799467,-0.054703,0.287564,9.802280,-0.000611,0.000000,0.001833,2.111000,-30.301001,-35.458000,-179.299,-1.680,0.320,,,,,,,,2026-09-13 03:11:56.252
7801.2,-0.057461,0.282516,9.804255,-0.054750,0.287641,9.802278,0.000611,-0.001833,0.001222,0.532000,-31.454002,-34.795002,-179.299,-1.681,0.320,,,,,,,,2026-09-13 03:11:56.348
7905.2,-0.052672,0.268151,9.813833,-0.054665,0.287127,9.802294,0.000000,0.000000,0.001833,0.270000,-30.027002,-36.095001,-179.301,-1.678,0.320,,,,,,,,2026-09-13 03:11:56.452
8001.3,-0.055067,0.270545,9.816227,-0.054254,0.287180,9.802294,-0.000611,-0.003054,0.001833,2.176000,-30.941002,-36.536003,-179.304,-1.678,0.317,,,,,,,,2026-09-13 03:11:56.548
8097.3,-0.040701,0.275333,9.794679,-0.053752,0.286952,9.802303,-0.002443,-0.002443,-0.000611,0.960000,-30.227001,-35.019001,-179.285,-1.677,0.314,,,,,,,,2026-09-13 03:11:56.644
8201.3,-0.069432,0.265756,9.811439,-0.053043,0.286421,9.802323,0.001833,0.006720,-0.001222,1.595000,-30.910002,-37.072002,-179.285,-1.674,0.310,,,,,,,,2026-09-13 03:11:56.748
8305.4,-0.038307,0.272939,9.789890,-0.054041,0.286462,9.802317,-0.001833,-0.003054,0.000000,1.989000,-30.146002,-37.725002,-179.286,-1.674,0.316,,,,,,,,2026-09-13 03:11:56.852
8401.4,-0.038307,0.270545,9.799467,-0.054084,0.286376,9.802319,-0.001222,-0.000611,0.000611,0.498000,-30.096001,-35.988003,-179.290,-1.673,0.316,,,,,,,,2026-09-13 03:11:56.948
8497.5,-0.050278,0.272939,9.821015,-0.054605,0.286005,9.802326,0.002443,0.004887,-0.000611,0.328000,-30.932001,-35.768002,-179.292,-1.671,0.319,,,,,,,,2026-09-13 03:11:57.044
8601.5,-0.067038,0.287304,9.794679,-0.055427,0.285790,9.802328,-0.001833,-0.000611,0.000611,-0.986000,-29.869001,-35.116001,-179.293,-1.670,0.324,,,,,,,,2026-09-13 03:11:57.148
8705.5,-0.040701,0.282516,10.050858,-0.055904,0.285465,9.802335,-0.001833,-0.001833,0.001833,1.025000,-29.219002,-35.348003,-179.480,-1.668,0.327,,,,,,,,2026-09-13 03:11:57.252
8801.5,-0.064643,0.284910,9.998186,-0.055838,0.284720,9.802357,0.005498,0.009163,0.000611,1.834000,-29.404001,-33.841003,-179.558,-1.664,0.326,,,,,,,,2026-09-13 03:11:57.348
8905.6,-0.059855,0.292093,9.928755,-0.057291,0.285020,9.802340,0.001222,-0.000611,0.000611,0.900000,-31.145002,-34.907001,-179.094,-1.665,0.335,,,,,,,,2026-09-13 03:11:57.452
9001.6,-0.045490,0.287304,9.880871,-0.056830,0.284701,9.802352,0.002443,-0.001222,0.000611,0.783000,-31.242001,-34.042000,-179.190,-1.664,0.332,,,,,,,,2026-09-13 03:11:57.548
9105.6,-0.055067,0.277727,9.885659,-0.057150,0.284239,9.802363,0.002443,0.003665,0.001833,0.120000,-30.587002,-35.660000,-179.555,-1.661,0.334,,,,,,,,2026-09-13 03:11:57.652
9201.6,-0.059855,0.287304,9.830592,-0.057612,0.283892,9.802371,0.001833,0.002443,0.001222,0.411000,-31.298002,-36.954002,-179.569,-1.659,0.337,,,,,,,,2026-09-13 03:11:57.748
9297.7,-0.045490,0.277727,9.777920,-0.058082,0.283825,9.802370,0.002443,0.001222,0.000000,-0.280000,-31.443001,-35.114002,-179.409,-1.658,0.339,,,,,,,,2026-09-13 03:11:57.844
9401.7,-0.062249,0.268151,9.794679,-0.058104,0.284095,9.802362,0.001833,0.001833,0.000611,-0.465000,-30.560001,-36.844002,-179.413,-1.660,0.340,,,,,,,,2026-09-13 03:11:57.948
9505.8,-0.038307,0.282516,9.818622,-0.058956,0.284016,9.802360,0.001833,0.001222,0.000611,0.422000,-29.466002,-36.314003,-179.413,-1.660,0.345,,,,,,,,2026-09-13 03:11:58.052
9601.8,-0.057461,0.284910,9.813833,-0.059163,0.283950,9.802360,0.001833,0.006720,-0.000611,0.904000,-30.883001,-36.744003,-179.415,-1.659,0.346,,,,,,,,2026-09-13 03:11:58.148
9697.8,-0.055067,0.265756,9.789890,-0.060094,0.283988,9.802353,0.001222,0.000000,-0.000611,-0.033000,-29.415001,-35.772003,-179.416,-1.659,0.351,,,,,,,,2026-09-13 03:11:58.244
9801.9,-0.050278,0.270545,9.806650,-0.059765,0.283568,9.802367,-0.001833,-0.001833,-0.000611,-0.696000,-30.667002,-35.762001,-179.417,-1.657,0.349,,,,,,,,2026-09-13 03:11:58.348
9898.0,-0.069432,0.270545,9.844957,-0.060051,0.283227,9.802376,0.001833,0.003665,-0.001222,0.152000,-30.126001,-35.554001,-179.419,-1.655,0.351,,,,,,,,2026-09-13 03:11:58.444
10002.0,-0.067038,0.277727,9.789890,-0.060732,0.283620,9.802360,0.001222,-0.002443,-0.001222,0.323000,-30.937002,-36.416000,-179.422,-1.657,0.355,,,,,,,,2026-09-13 03:11:58.549
10098.0,-0.052672,0.284910,9.780313,-0.060949,0.283650,9.802358,-0.003054,-0.007330,-0.000611,1.575000,-29.624001,-35.674004,-179.424,-1.657,0.356,,,,,,,,2026-09-13 03:11:58.645
10202.1,-0.057461,0.270545,9.830592,-0.060758,0.283294,9.802369,0.003054,0.006109,0.000000,0.200000,-31.213001,-34.902000,-179.423,-1.655,0.355,,,,,,,,2026-09-13 03:11:58.749
10298.1,-0.064643,0.287304,9.782708,-0.061362,0.283301,9.802365,-0.000611,0.004276,-0.001222,0.579000,-30.720001,-35.015003,-179.424,-1.655,0.359,,,,,,,,2026-09-13 03:11:58.845
10402.1,-0.031125,0.282516,9.811439,-0.061158,0.283137,9.802371,-0.001833,-0.002443,0.000000,-0.114000,-30.611002,-35.874001,-179.425,-1.654,0.357,,,,,,,,2026-09-13 03:11:58.949
10498.2,-0.033519,0.263362,9.816227,-0.061602,0.283121,9.802369,0.000611,0.003054,0.001833,0.858000,-30.138000,-33.939003,-179.426,-1.654,0.360,,,,,,,,2026-09-13 03:11:59.045
10602.2,-0.071826,0.280122,9.806650,-0.061848,0.283423,9.802359,0.000611,0.000000,0.000611,0.021000,-32.230003,-34.249001,-179.426,-1.656,0.362,,,,,,,,2026-09-13 03:11:59.149
10698.3,-0.052672,0.277727,9.797073,-0.062348,0.283181,9.802362,-0.001222,-0.001222,0.002443,1.685000,-29.877001,-34.162003,-179.429,-1.655,0.364,,,,,,,,2026-09-13 03:11:59.245
10802.3,-0.043096,0.270545,9.864111,-0.062337,0.283013,9.802367,-0.002443,-0.000611,0.000000,0.721000,-30.513002,-33.397003,-179.392,-1.654,0.364,,,,,,,,2026-09-13 03:11:59.349
10898.4,-0.043096,0.280122,9.818622,-0.062381,0.282588,9.802379,0.000611,0.000000,0.000000,0.364000,-30.468002,-35.122002,-179.438,-1.651,0.365,,,,,,,,2026-09-13 03:11:59.445
11002.4,-0.050278,0.277727,9.811439,-0.062567,0.282474,9.802382,0.002443,0.001833,-0.000611,-0.913000,-30.587002,-34.358002,-179.440,-1.651,0.366,,,,,,,,2026-09-13 03:11:59.549
11098.5,-0.067038,0.282516,9.809045,-0.062308,0.282644,9.802379,0.000611,0.000000,0.001222,0.515000,-29.993002,-34.585003,-179.443,-1.652,0.364,,,,,,,,2026-09-13 03:11:59.645
11202.6,-0.026336,0.258574,9.775525,-0.061721,0.282711,9.802380,-0.000611,-0.002443,-0.000611,-0.543000,-31.753002,-36.622002,-179.446,-1.652,0.361,,,,,,,,2026-09-13 03:11:59.749
11298.6,-0.055067,0.287304,9.825804,-0.061119,0.282504,9.802389,0.002443,0.005498,-0.000611,1.030000,-30.862001,-35.449001,-179.446,-1.651,0.357,,,,,,,,2026-09-13 03:11:59.845
11402.7,-0.033519,0.272939,9.823410,-0.062151,0.282552,9.802382,0.001222,-0.001833,-0.000611,-0.863000,-31.415001,-35.974003,-179.448,-1.651,0.363,,,,,,,,2026-09-13 03:11:59.949
11498.8,-0.059855,0.277727,9.821015,-0.061805,0.282220,9.802394,-0.004276,-0.003665,0.000000,0.242000,-30.484001,-35.769001,-179.448,-1.649,0.361,,,,,,,,2026-09-13 03:12:00.045
11602.8,-0.052672,0.284910,9.813833,-0.062399,0.281490,9.802411,0.003054,0.005498,-0.000611,0.463000,-28.825001,-36.533001,-179.451,-1.645,0.365,,,,,,,,2026-09-13 03:12:00.149
11698.9,-0.071826,0.270545,9.809045,-0.063042,0.281487,9.802407,0.000000,0.002443,0.001833,1.081000,-30.039001,-35.992001,-179.452,-1.645,0.368,,,,,,,,2026-09-13 03:12:00.245
11802.9,-0.038307,0.268151,9.780313,-0.063408,0.281064,9.802417,-0.001222,-0.004887,0.000611,1.123000,-31.132002,-36.204002,-179.455,-1.642,0.371,,,,,,,,2026-09-13 03:12:00.349
11899.0,-0.069432,0.275333,9.799467,-0.063371,0.281018,9.802418,0.001222,0.004276,-0.001222,-0.243000,-29.158001,-35.124001,-179.457,-1.642,0.370,,,,,,,,2026-09-13 03:12:00.446
12003.0,-0.052672,0.268151,9.809045,-0.064205,0.281102,9.802410,0.000000,-0.000611,0.000611,1.247000,-31.285002,-33.613003,-179.456,-1.643,0.375,,,,,,,,2026-09-13 03:12:00.550
12099.1,-0.069432,0.277727,9.821015,-0.064212,0.281201,9.802407,-0.001833,-0.001222,0.000000,2.168000,-29.300001,-36.759003,-179.457,-1.643,0.375,,,,,,,,2026-09-13 03:12:00.646
12203.1,-0.040701,0.275333,9.809045,-0.064202,0.281036,9.802412,0.001833,0.001222,0.001222,-0.337000,-30.624001,-34.577003,-179.456,-1.642,0.375,,,,,,,,2026-09-13 03:12:00.750
12299.2,-0.052672,0.258574,9.816227,-0.063972,0.281108,9.802411,0.000611,0.000000,-0.001222,0.721000,-30.255001,-35.773003,-179.459,-1.643,0.374,,,,,,,,2026-09-13 03:12:00.846
12403.3,-0.033519,0.292093,9.804255,-0.064336,0.281169,9.802407,0.001222,0.001222,0.001222,0.636000,-29.806002,-35.667000,-179.461,-1.643,0.376,,,,,,,,2026-09-13 03:12:00.950
12499.3,-0.057461,0.289698,9.794679,-0.063932,0.281144,9.802411,0.000611,-0.000611,-0.001222,0.734000,-30.157001,-34.910000,-179.462,-1.643,0.374,,,,,,,,2026-09-13 03:12:01.046
12603.3,-0.031125,0.263362,9.816227,-0.063625,0.280558,9.802430,-0.000611,-0.000611,-0.001833,1.470000,-29.452002,-35.782001,-179.434,-1.639,0.372,,,,,,,,2026-09-13 03:12:01.150
12699.4,-0.079009,0.284910,9.821015,-0.062478,0.280539,9.802438,0.001833,0.003054,-0.000611,-0.130000,-30.799002,-36.413002,-179.437,-1.639,0.365,,,,,,,,2026-09-13 03:12:01.246
12803.4,-0.033519,0.265756,9.806650,-0.062549,0.280928,9.802425,-0.002443,-0.004276,-0.000611,0.687000,-30.803001,-35.339001,-179.438,-1.642,0.366,,,,,,,,2026-09-13 03:12:01.350
